Title,Price,Location,Link
One Bedroom Suite with Security-controlled Access at Lonsdale Square,2622.0,"Central Lonsdale, North Vancouver",https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-one-bedroom-suite-with/7804824896.html
Ground level suite for rent,850.0,Delta,https://vancouver.craigslist.org/rds/apa/d/delta-northeast-ground-level-suite-for/7804824745.html
Beautiful 3 Bedrooms 1 Den Single house in Burke Mountain,4150.0,3481 Galloway Ave Coquitlam,https://vancouver.craigslist.org/pml/apa/d/coquitlam-beautiful-bedrooms-den-single/7804824491.html
Renovated studio available for rent,1800.0,Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-renovated-studio-available/7804823562.html
Large 1 Bedroom Suite for Rent,1850.0,Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-large-bedroom-suite-for-rent/7804822861.html
Yaletown Studio for rent,2000.0,Downtown Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-yaletown-studio-for-rent/7804822738.html
High ceiling 2bed2bath+den top floor 5 mins walk to Edmonds Skytrain,3200.0,Edmonds,https://vancouver.craigslist.org/bnc/apa/d/burnaby-high-ceiling-2bed2bathden-top/7804822663.html
Large Studio with Private Bath/Kitchen Near SkyTrain SFU BCIT For Rent,1400.0,North Burnaby,https://vancouver.craigslist.org/bnc/apa/d/burnaby-large-studio-with-private-bath/7804101258.html
1 bedroom suite - ground floor,1585.0,Knight And East 41St Ave,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-suite-ground-floor/7798864121.html
1 bed 1 bath available,2100.0,Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-bed-bath-available/7804821867.html
2 bedroom basement for rent.,2400.0,Burnaby,https://vancouver.craigslist.org/bnc/apa/d/burnaby-bedroom-basement-for-rent/7804821492.html
"Tennis Court, 1/BD, Burnaby BC",2195.0,"5050 Sanders St, Burnaby, Bc",https://vancouver.craigslist.org/bnc/apa/d/burnaby-tennis-court-bd-burnaby-bc/7801778991.html
Studio suite with 1 Bath,1700.0,Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-inner-northwest-studio-suite/7804819727.html
"2B 2Ba, Condo-Style Finishes Throughout, 100% Smoke-Free, Great Local!",2565.0,"3370 Dewdney Trunk Road, Port Moody, Bc",https://vancouver.craigslist.org/pml/apa/d/port-moody-2b-2ba-condo-style-finishes/7800534465.html
TWO Bedroom Basement,1750.0,Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-upper-west-two-bedroom-basement/7804819579.html
Furnished 2Bd Suite - Garden Level in Upper Lansdale West,3200.0,North Shore,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-furnished-2bd-suite/7800242013.html
For Rent: 530 Whiting Way,2200.0,Coquitlam,https://vancouver.craigslist.org/pml/apa/d/coquitlam-for-rent-530-whiting-way/7804820875.html
