Title,Price,Location,Link
1bd unit at The Centre of Lougheed,"$2,500",Burnaby,https://vancouver.craigslist.org/bnc/apa/d/burnaby-1bd-unit-at-the-centre-of/7801953065.html
1 Bed 1 Bath Apartment,"$1,900",Burnaby,https://vancouver.craigslist.org/bnc/apa/d/burnaby-bed-bath-apartment/7802188151.html
Metrotown 2 br 2 baths large condo,"$2,800",Burnaby Metrotown,https://vancouver.craigslist.org/van/apa/d/burnaby-metrotown-br-baths-large-condo/7804001479.html
Private room,$780,Vancouver East,https://vancouver.craigslist.org/van/apa/d/surrey-private-room/7801977660.html
One Bedroom Suite with Security-controlled Access at Lonsdale Square,"$2,622","Central Lonsdale, North Vancouver",https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-one-bedroom-suite-with/7804824896.html
Ground level suite for rent,$850,Delta,https://vancouver.craigslist.org/rds/apa/d/delta-northeast-ground-level-suite-for/7804824745.html
Beautiful 3 Bedrooms 1 Den Single house in Burke Mountain,"$4,150",3481 Galloway Ave Coquitlam,https://vancouver.craigslist.org/pml/apa/d/coquitlam-beautiful-bedrooms-den-single/7804824491.html
Renovated studio available for rent,"$1,800",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-renovated-studio-available/7804823562.html
Large 1 Bedroom Suite for Rent,"$1,850",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-large-bedroom-suite-for-rent/7804822861.html
Yaletown Studio for rent,"$2,000",Downtown Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-yaletown-studio-for-rent/7804822738.html
High ceiling 2bed2bath+den top floor 5 mins walk to Edmonds Skytrain,"$3,200",Edmonds,https://vancouver.craigslist.org/bnc/apa/d/burnaby-high-ceiling-2bed2bathden-top/7804822663.html
Large Studio with Private Bath/Kitchen Near SkyTrain SFU BCIT For Rent,"$1,400",North Burnaby,https://vancouver.craigslist.org/bnc/apa/d/burnaby-large-studio-with-private-bath/7804101258.html
1 bedroom suite - ground floor,"$1,585",Knight and East 41st ave,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-suite-ground-floor/7798864121.html
1 bed 1 bath available,"$2,100",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-bed-bath-available/7804821867.html
2 bedroom basement for rent.,"$2,400",Burnaby,https://vancouver.craigslist.org/bnc/apa/d/burnaby-bedroom-basement-for-rent/7804821492.html
"Tennis Court, 1/BD, Burnaby BC","$2,195","5050 Sanders St, Burnaby, BC",https://vancouver.craigslist.org/bnc/apa/d/burnaby-tennis-court-bd-burnaby-bc/7801778991.html
Studio suite with 1 Bath,"$1,700",Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-inner-northwest-studio-suite/7804819727.html
"2B 2Ba, Condo-Style Finishes Throughout, 100% Smoke-Free, Great Local!","$2,565","3370 Dewdney Trunk Road, Port Moody, BC",https://vancouver.craigslist.org/pml/apa/d/port-moody-2b-2ba-condo-style-finishes/7800534465.html
TWO Bedroom Basement,"$1,750",Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-upper-west-two-bedroom-basement/7804819579.html
Furnished 2Bd Suite - Garden Level in Upper Lansdale West,"$3,200",north shore,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-furnished-2bd-suite/7800242013.html
For Rent: 530 Whiting Way,"$2,200",Coquitlam,https://vancouver.craigslist.org/pml/apa/d/coquitlam-for-rent-530-whiting-way/7804820875.html
Ground Level Suite - New Westminster,"$1,750",The Heights / Walking distance to Royal Columbian Hospital,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-ground-level-suite-new/7804820699.html
"Fitness Facility, LVP flooring, BBQ Area","$3,150",city of vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-fitness-facility-lvp-flooring/7803645046.html
Apartment for rent,"$2,600",Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-upper-west-apartment-for-rent/7804818925.html
"New 3Bedroom Condo, SOCO by Anthem","$3,600",Coquitlam,https://vancouver.craigslist.org/van/apa/d/coquitlam-new-3bedroom-condo-soco-by/7801642117.html
Downtown One bedroom - Hudson 610 Granville St,"$3,300",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-downtown-one-bedroom-hudson/7801945549.html
3 bedrooms 2 Bathrooms Ground Level suite,"$2,599",Burnaby,https://vancouver.craigslist.org/pml/apa/d/burnaby-bedrooms-bathrooms-ground-level/7804818604.html
Downtown One bedroom - Hudson 610 Granville St,"$2,950",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-downtown-one-bedroom-hudson/7801828767.html
2 bedroom suite for rent,"$2,299",North Vancouver,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-bedroom-suite-for-rent/7804818460.html
2 Bed 2 Baths in best location in Richmond,"$3,200",Richmond,https://vancouver.craigslist.org/van/apa/d/richmond-bed-baths-in-best-location-in/7804818426.html
1461 Kingsway,"$1,700",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-1461-kingsway/7804818294.html
Single detached house for rent $9000,"$9,000",Vancouver,https://vancouver.craigslist.org/rch/apa/d/vancouver-single-detached-house-for/7804817763.html
"Exquisite Coach-House Suite in Tsawwassen One Bedroom, One Bathroom","$2,095",Tsawwassen,https://vancouver.craigslist.org/rds/apa/d/delta-exquisite-coach-house-suite-in/7804817679.html
Spacious 1 bed + den,"$1,600",4165 Maywood Street,https://vancouver.craigslist.org/bnc/apa/d/burnaby-spacious-bed-den/7803091526.html
